iter	Logloss
0	0.4372898951
1	0.3657472374
2	0.3162380712
3	0.3025256641
4	0.290495483
5	0.2835241218
6	0.2787772105
7	0.2750650736
8	0.2721590613
9	0.2650799976
10	0.2619423267
11	0.2586221771
12	0.2554869418
13	0.2530242713
14	0.2514636613
15	0.250076048
16	0.2477926984
17	0.2461258705
18	0.2420810496
19	0.2397742324
20	0.2377469307
21	0.2361581709
22	0.2334479133
23	0.2320756599
24	0.2305875857
25	0.2283648906
26	0.2257198286
27	0.2235279354
28	0.2214102445
29	0.2184719739
30	0.2158877185
31	0.2138745381
32	0.2110921231
33	0.2088497366
34	0.2076054178
35	0.2048937258
36	0.2033898524
37	0.201748631
38	0.1989695454
39	0.197109477
40	0.1963916948
41	0.1948412907
42	0.1925418452
43	0.190280901
44	0.189455509
45	0.1876924147
46	0.1864744286
47	0.1850689939
48	0.1834171042
49	0.181285732
50	0.1799895893
51	0.1786278063
52	0.1777462544
53	0.1764034261
54	0.1750275359
55	0.1737507063
56	0.17307382
57	0.1715656433
58	0.1699041227
59	0.168632717
60	0.1674791029
61	0.1669149582
62	0.1656640321
63	0.1641277395
64	0.1634960901
65	0.1620621717
66	0.1605322742
67	0.1598289495
68	0.1581387542
69	0.1569983156
70	0.1563778663
71	0.1553093527
72	0.1542892064
73	0.1534268003
74	0.1520788793
75	0.1509905738
76	0.149908762
77	0.1484204587
78	0.1473839762
79	0.1463940763
80	0.1441968444
81	0.1435259027
82	0.142845439
83	0.1422909198
84	0.1414320403
85	0.1407212561
86	0.1398627544
87	0.1389055753
88	0.137609798
89	0.1370452836
90	0.1363236272
91	0.1356157959
92	0.1346430826
93	0.133413797
94	0.1328474162
95	0.1322064171
96	0.1313161058
97	0.1304449344
98	0.1293850078
99	0.1286490782
100	0.1275402604
101	0.1271407604
102	0.1261030499
103	0.125278298
104	0.1245796682
105	0.1241305132
106	0.1233296312
107	0.1228888674
108	0.1222476828
109	0.1217555409
110	0.1209942963
111	0.1207708351
112	0.1201817887
113	0.1191358825
114	0.1187234915
115	0.1178371781
116	0.1171401226
117	0.1165027119
118	0.1158989935
119	0.1151390138
120	0.1146863871
121	0.1142881816
122	0.1138458218
123	0.1134316344
124	0.112843103
125	0.1124868014
126	0.1121672796
127	0.111522201
128	0.1105605228
129	0.109683785
130	0.1092641311
131	0.1088316937
132	0.1081886728
133	0.1076158222
134	0.1074579105
135	0.1068098993
136	0.1057324135
137	0.1049845588
138	0.1044951407
139	0.1033501269
140	0.102871164
141	0.1025529379
142	0.1019885587
143	0.1013173091
144	0.1004549598
145	0.09971339763
146	0.09912208706
147	0.09866367533
148	0.09810873991
149	0.09787238409
150	0.09743188086
151	0.09670544276
152	0.09636722414
153	0.09617709503
154	0.09571569687
155	0.09495430042
156	0.09458593388
157	0.09431333343
158	0.09353872108
159	0.09291888751
160	0.09278892484
161	0.09243520928
162	0.09191057911
163	0.0915718164
164	0.09116527188
165	0.09084561915
166	0.09016224501
167	0.08965548686
168	0.08917812964
169	0.0887273313
170	0.08779290306
171	0.08727752189
172	0.08691573205
173	0.0864631835
174	0.08582971553
175	0.08522076191
176	0.08495988589
177	0.08472532658
178	0.08432798132
179	0.08386534817
180	0.08310523636
181	0.0827097659
182	0.08231614628
183	0.08186433799
184	0.08166430864
185	0.08112077071
186	0.08081228245
187	0.08028279943
188	0.07974112185
189	0.07932202862
190	0.07895026289
191	0.07869523358
192	0.0784278526
193	0.07809975561
194	0.07770471723
195	0.07732748006
196	0.07683352914
197	0.07627341598
198	0.0757244978
199	0.07538945735
200	0.0749406665
201	0.07479840605
202	0.07458352249
203	0.07437531063
204	0.07410275733
205	0.07364877527
206	0.07311335706
207	0.07259718494
208	0.07213831634
209	0.07177400107
210	0.07167575328
211	0.07113089044
212	0.07074696337
213	0.07017930868
214	0.06994623903
215	0.06957560857
216	0.06938941635
217	0.06895943766
218	0.0687225254
219	0.06834052436
220	0.06806360587
221	0.06779790467
222	0.06753362735
223	0.06732778405
224	0.06692028911
225	0.06663664374
226	0.06626953957
227	0.06605333946
228	0.06550985869
229	0.06505000494
230	0.06476865661
231	0.0644647858
232	0.06402111313
233	0.06370247792
234	0.06329197256
235	0.06282135782
236	0.0627387656
237	0.06252679518
238	0.06222944936
239	0.06204892882
240	0.06169466391
241	0.06150170993
242	0.06118457207
243	0.06079266107
244	0.06044706502
245	0.06015989239
246	0.05974916974
247	0.05946839174
248	0.05920767293
249	0.05906221539
250	0.05881549706
251	0.05856289228
252	0.05822315912
253	0.05792443698
254	0.05767815691
255	0.0575316279
256	0.05722574931
257	0.05702151363
258	0.05667157479
259	0.05646415181
260	0.05622784008
261	0.05593894999
262	0.05573148215
263	0.05548401584
264	0.05525592148
265	0.05502834052
266	0.05484032607
267	0.05464906682
268	0.05444413923
269	0.0539950499
270	0.0536831061
271	0.05333129749
272	0.05307621828
273	0.05288856692
274	0.05270415824
275	0.05258533864
276	0.05235036165
277	0.05214724947
278	0.05199100038
279	0.0515762508
280	0.05133104833
281	0.05112735518
282	0.05053638841
283	0.05029363755
284	0.04988674364
285	0.04962671022
286	0.0493202382
287	0.04905625181
288	0.04879527234
289	0.04856567128
290	0.04845567216
291	0.04834379211
292	0.0481943342
293	0.04778116955
294	0.04751516403
295	0.0473266707
296	0.04709785661
297	0.04698523219
298	0.04680435819
299	0.04653107689
300	0.04642782688
301	0.04619414281
302	0.04608041014
303	0.04585165438
304	0.04557576887
305	0.04548471213
306	0.04533469921
307	0.04516907498
308	0.04506623772
309	0.04497863113
310	0.0446365996
311	0.0443914972
312	0.04412595023
313	0.04383725731
314	0.04356414332
315	0.04338866967
316	0.04314431847
317	0.04299094123
318	0.04280128615
319	0.0425958283
320	0.04250089037
321	0.04226894503
322	0.042118238
323	0.04192971726
324	0.04173288774
325	0.04161750406
326	0.04140241704
327	0.04114316157
328	0.04100221994
329	0.04078660693
330	0.0406322749
331	0.04048897252
332	0.04027515817
333	0.04012181563
334	0.03996592641
335	0.03965619853
336	0.03953011907
337	0.03936762555
338	0.03923883855
339	0.0390172219
340	0.0387682719
341	0.03860698962
342	0.03844919781
343	0.0381727773
344	0.03789670395
345	0.03774804669
346	0.03743092972
347	0.03726374429
348	0.03704996613
349	0.03676249486
350	0.03661224214
351	0.03647042094
352	0.03627866166
353	0.03600117399
354	0.03574748602
355	0.0355021636
356	0.03532603325
357	0.03512100759
358	0.03492070894
359	0.03472869322
360	0.03449504066
361	0.03431520407
362	0.03416993468
363	0.03410561938
364	0.0339330528
365	0.03382885204
366	0.03372530889
367	0.03344610693
368	0.03318522896
369	0.03302125742
370	0.0329251505
371	0.03275493555
372	0.03255069136
373	0.03252886166
374	0.03244348553
375	0.03222223442
376	0.03213361381
377	0.03201434374
378	0.03193986509
379	0.03182263596
380	0.0316860473
381	0.03158311918
382	0.03143041728
383	0.03128502982
384	0.031238768
385	0.03103648452
386	0.03091703463
387	0.03080327867
388	0.03061622768
389	0.03054078056
390	0.03033435445
391	0.03014841771
392	0.0299274406
393	0.02976339169
394	0.02953530977
395	0.02941779575
396	0.02931507618
397	0.02922554123
398	0.029104397
399	0.02899884302
400	0.02881914806
401	0.02873032212
402	0.02863239769
403	0.02856973964
404	0.02846828197
405	0.02830689962
406	0.02814646762
407	0.02807523808
408	0.02792707391
409	0.02788487866
410	0.02779744782
411	0.02756168685
412	0.02749343678
413	0.02737894441
414	0.02722135842
415	0.02710020144
416	0.02700902604
417	0.02700898428
418	0.02692636392
419	0.02673054399
420	0.02666350978
421	0.02647936071
422	0.02640303418
423	0.02618401582
424	0.02609158235
425	0.02598066044
426	0.02591912854
427	0.02585180227
428	0.02575973081
429	0.02564403292
430	0.02551718309
431	0.0254477429
432	0.02539205755
433	0.02522604274
434	0.02509200879
435	0.0249992094
436	0.02491645008
437	0.02478266182
438	0.024699771
439	0.02463427467
440	0.0245287775
441	0.02445121185
442	0.02439483331
