iter	Logloss
443	0.02430140051
444	0.02426613905
445	0.02423723244
446	0.02421220286
447	0.02417827621
448	0.02411909482
449	0.02404756049
450	0.02398612446
451	0.0238895778
452	0.02378016357
453	0.02366828072
454	0.0235863157
455	0.02348803459
456	0.02340641876
457	0.02330335719
458	0.02322327221
459	0.02315589689
460	0.02304534814
461	0.02297528093
462	0.0228924821
463	0.02276224665
464	0.02267793457
465	0.02259154048
466	0.02250472157
467	0.02243240319
468	0.0223581404
469	0.02219928904
470	0.02207140523
471	0.02198104653
472	0.02180730524
473	0.02171876793
474	0.02163658167
475	0.02156627158
476	0.02145574005
477	0.02138057325
478	0.02132571473
479	0.02126307976
480	0.02121344147
481	0.02115983288
482	0.02107186393
483	0.02105334519
484	0.02092926775
485	0.02086836793
486	0.02079110748
487	0.0206555298
488	0.02053859103
489	0.02045199397
490	0.02036639539
491	0.02032033469
492	0.02017839133
493	0.02013205951
494	0.02001126299
495	0.01996127918
496	0.01993006651
497	0.01991224985
498	0.01981166475
499	0.01975823923
